Edition,Reviews,Ratings,Edition_Year,Price
Твердый,4.2,26,1994,301.0
Твердый,4.5,71,2016,279.0
Твердый,2.7,9,2007,268.0
Твердый,4.7,10,2013,284.0
Твердый,4.0,3,2016,499.0
Твердый,4.6,77,2015,299.0
Твердый,4.6,13,2008,235.0
Твердый,4.3,160,2017,355.0
Твердый,3.6,6,2014,150.0
Твердый,2.3,2,1989,395.1
Твердый,4.6,87,2013,323.52
Твердый,5.0,9,2019,150.0
Твердый,5.0,1,2011,175.0
Твердый,3.8,2,2010,154.0
Твердый,3.7,7,2007,229.0
Твердый,5.0,1,2018,318.0
Твердый,5.0,2,2014,258.0
Твердый,4.1,11,2016,270.0
Твердый,4.5,2,2007,550.0
Твердый,4.5,38,2010,200.0
Твердый,4.8,10,2003,369.0
Твердый,5.0,1,2013,1402.0
Твердый,4.0,32,2016,334.0
Мягкий,5.0,2,2009,637.0
Твердый,4.0,22,2013,559.0
Твердый,5.0,1,2019,2559.0
Твердый,3.5,6,2017,1299.0
Твердый,4.2,3,2016,705.0
Твердый,4.0,2,2014,195.0
Твердый,4.0,1,2009,820.0
Твердый,3.9,6,2010,1399.0
Твердый,4.6,39,2013,324.0
Мягкий,2.0,1,2014,2500.0
Твердый,4.6,3,2015,717.0
Твердый,5.0,2,2018,526.04
Твердый,5.0,2,2015,308.0
Твердый,5.0,1,1998,1178.0
Твердый,4.5,10,2004,849.0
Твердый,3.5,11,2014,255.0
Твердый,4.3,111,2015,377.0
Твердый,4.3,14,2005,200.0
Твердый,5.0,3,2013,927.0
Твердый,4.5,140,2013,214.0
Твердый,4.5,37,2017,150.0
Твердый,4.7,5,2013,425.0
Мягкий,5.0,1,2017,894.0
Твердый,3.5,6,2016,889.0
Твердый,4.1,4,2015,31.0
Твердый,5.0,2,2017,309.0
Твердый,4.0,171,2014,258.0
Твердый,4.1,25,2017,185.0
Твердый,4.1,27,2009,548.0
Твердый,3.9,24,2018,224.0
Твердый,3.1,2,2013,1010.0
Твердый,4.0,2,2018,499.0
Мягкий,4.5,55,2011,56.0
Твердый,5.0,1,2018,149.0
Мягкий,3.1,6,2015,779.0
Твердый,4.7,4,2018,371.0
Мягкий,5.0,2,2016,1323.0
Твердый,4.8,19,2014,271.0
Мягкий,1.0,1,2004,336.0
Твердый,4.0,14,2014,220.0
Твердый,4.5,2081,2015,299.0
Твердый,5.0,1,2017,280.0
Мягкий,3.6,38,2001,335.0
Твердый,4.2,11,2018,295.0
Твердый,5.0,1,2016,323.52
Твердый,5.0,1,2017,416.0
Твердый,4.4,432,2014,102.0
Твердый,4.5,2,2001,944.0
Твердый,4.3,13,2014,523.0
Твердый,5.0,1,2013,468.0
Твердый,4.7,8,2012,599.44
Твердый,4.7,4,2015,482.0
Твердый,4.1,16,2016,342.0
Твердый,5.0,2,2018,309.0
Мягкий,4.6,2,2006,1155.0
Твердый,3.9,76,2013,199.0
Твердый,4.3,24,2008,200.0
Твердый,4.3,405,2018,66.0
Твердый,4.5,2,2015,851.0
Твердый,4.3,66,1997,207.0
Другой,3.0,1,2015,37.0
Твердый,4.4,8,2005,342.0
Твердый,5.0,1,2012,245.0
Твердый,5.0,2,2017,661.0
Мягкий,4.0,2,2012,498.0
Твердый,4.8,13,2015,720.0
Твердый,4.5,3,2013,195.0
Твердый,4.0,1,2018,344.0
Твердый,4.4,57,2016,449.0
Твердый,4.1,7,2014,974.0
Твердый,5.0,1,1989,2370.19
Твердый,4.4,121,2012,159.0
Твердый,4.8,9,2012,712.0
Твердый,4.0,1,2018,113.0
Твердый,4.2,15,2014,178.0
Твердый,4.1,44,2013,153.0
Твердый,5.0,1,2017,1199.0
Твердый,4.7,56,2009,1658.0
Твердый,3.1,13,2015,323.52
Мягкий,5.0,4,2018,2176.0
Твердый,5.0,10,2005,354.0
Мягкий,4.3,10,2016,1780.0
Мягкий,4.0,2,2009,504.48
Твердый,5.0,10,2018,398.0
Твердый,4.8,6,1982,299.0
Мягкий,4.0,21,2015,1635.0
Мягкий,5.0,1,2018,769.0
Твердый,4.2,80,2005,248.0
Твердый,4.0,3,2014,1199.0
Мягкий,4.5,4,2017,986.0
Твердый,5.0,2,2000,179.07
Твердый,3.7,5,2005,344.0
Твердый,5.0,1,2018,449.0
Твердый,3.7,7,2017,408.0
Твердый,4.7,7,2010,423.24
Твердый,3.9,15,2013,632.15
Твердый,4.2,7,2019,256.0
Твердый,4.0,5,2009,349.0
Твердый,4.5,77,2016,287.0
Твердый,4.7,30,1978,70.0
Твердый,3.9,60,2016,244.0
Твердый,3.9,53,2017,261.0
Твердый,5.0,1,2018,300.0
Твердый,5.0,2,2017,779.0
Твердый,4.6,3,2016,149.0
Мягкий,5.0,1,2016,985.0
Твердый,3.8,8,2014,168.0
Мягкий,3.8,74,2019,401.0
Мягкий,4.0,2,2018,483.0
Твердый,3.0,2,2016,820.0
Твердый,3.7,5,2013,375.0
Твердый,4.3,88,2018,452.0
Твердый,4.4,10,2008,497.56
Твердый,4.7,7,2018,310.0
Твердый,4.1,13,2018,244.0
Твердый,4.9,18,2016,440.0
Твердый,5.0,1,2018,749.0
Твердый,5.0,2,2016,428.0
Твердый,3.3,2,2000,559.0
Твердый,4.3,19,2015,374.0
Твердый,5.0,3,2017,594.0
Твердый,3.8,18,2018,3980.0
Мягкий,5.0,1,2006,1262.0
Твердый,5.0,1,2018,364.0
Твердый,4.7,4,2017,120.0
Твердый,4.2,21,2016,311.0
Мягкий,5.0,1,0,100.0
Мягкий,4.8,8,2017,165.0
Твердый,4.0,36,2008,859.0
Твердый,4.0,4,1997,541.0
Другой,5.0,1,2018,399.0
Твердый,3.0,1,2019,479.0
Твердый,2.0,1,2018,215.0
Твердый,5.0,1,2017,838.0
Твердый,3.0,342,2018,205.0
Твердый,4.2,190,2015,230.0
Твердый,5.0,5,2016,821.0
Твердый,4.5,2,2017,449.99
Твердый,5.0,2,2016,1043.0
Твердый,4.4,15,2001,241.9
Твердый,3.0,1,2001,344.0
Твердый,4.3,33,2010,463.0
Твердый,3.6,7,2017,295.0
Твердый,3.8,83,2015,48.0
Твердый,4.4,3,1992,946.0
Твердый,4.2,21,2015,719.0
Твердый,5.0,1,2017,589.0
Твердый,5.0,1,2009,240.0
Твердый,4.0,7,2006,220.0
Твердый,5.0,1,2019,184.0
Твердый,4.0,1,2012,1254.0
Другой,5.0,6,2018,530.0
Твердый,4.4,5,2010,211.0
Твердый,3.9,49,2000,243.0
Твердый,4.1,2,2009,661.0
Твердый,4.5,2,2019,523.0
Твердый,4.7,6,2018,646.0
Твердый,4.1,3,2012,239.0
Твердый,4.9,15,1985,700.44
Твердый,2.9,2,2014,284.0
Твердый,5.0,1,2015,999.99
Твердый,4.8,7,2013,702.0
Твердый,5.0,3,2015,664.0
Твердый,4.4,15,2011,275.0
Твердый,4.6,45,2018,299.0
Твердый,5.0,4,2013,249.0
Твердый,4.3,250,2004,199.0
Твердый,5.0,1,2008,164.0
Твердый,4.1,30,2006,400.0
Твердый,4.0,4,2012,440.0
Мягкий,4.1,18,2003,499.0
Твердый,3.0,1,2013,418.0
Другой,4.7,3,1995,569.0
Твердый,4.1,29,0,399.0
Твердый,4.8,5,2016,1119.0
Твердый,4.4,217,2009,335.0
Твердый,4.8,10,2015,550.0
Твердый,4.2,29,2018,339.0
Твердый,4.5,22,2005,437.0
Твердый,4.0,17,2015,338.0
Твердый,4.3,30,2017,190.0
Твердый,4.4,20,2019,234.0
Твердый,3.3,3,2015,601.0
Твердый,4.4,27,2017,302.36
Твердый,2.0,2,2014,299.0
Другой,4.6,7,1997,209.0
Мягкий,4.3,23,2002,99.0
Твердый,4.5,115,2019,238.0
Твердый,4.5,5,2017,240.0
Твердый,4.7,16,2019,399.0
Твердый,4.4,33,2013,341.0
Мягкий,4.5,74,2014,1400.0
Твердый,4.5,12,2018,299.0
Твердый,5.0,1,2011,175.0
Твердый,4.4,20,2012,830.0
Твердый,3.7,4,2009,730.0
Твердый,4.2,89,2005,150.0
Твердый,5.0,2,2019,380.0
Твердый,4.0,11,2012,156.0
Твердый,4.0,1,0,709.0
Твердый,4.6,26,2017,399.0
Твердый,5.0,1,2004,652.73
Твердый,5.0,12,2016,319.0
Твердый,4.6,70,2016,599.0
Твердый,3.0,70,2012,150.0
Твердый,2.9,4,2012,68.0
Твердый,4.4,18,2019,224.0
Твердый,4.5,119,2011,335.0
Твердый,3.1,8,2016,271.0
Твердый,4.3,5,2015,137.0
Твердый,4.0,9,2014,482.0
Твердый,3.9,58,0,220.0
Твердый,4.8,13,2001,764.0
Твердый,4.2,25,2014,413.0
Твердый,4.4,16,2012,399.0
Твердый,4.3,21,2017,250.0
Твердый,4.8,10,2015,379.0
Другой,5.0,2,1985,299.0
Мягкий,4.9,12,1997,2100.0
Мягкий,4.8,9,2015,779.0
Твердый,4.5,95,2017,319.0
Твердый,5.0,3,2016,298.82
Твердый,4.2,26,2014,199.0
Твердый,4.0,5,2005,354.0
Мягкий,3.5,2,2017,907.0
Твердый,4.5,2,2018,2900.0
Твердый,4.2,35,1992,449.0
Твердый,5.0,15,2017,972.0
Твердый,3.0,1,2009,477.0
Твердый,3.7,224,2014,133.0
Твердый,5.0,1,2009,551.0
Твердый,3.5,2,2014,427.0
Твердый,2.0,1,2012,395.0
Твердый,4.1,22,2017,180.0
Твердый,4.7,52,2012,341.0
Твердый,5.0,2,2009,100.0
Твердый,3.0,2,2018,471.0
Твердый,4.3,43,2006,435.0
Твердый,5.0,1,2018,759.0
Твердый,4.8,136,2014,443.0
Твердый,4.3,74,2007,470.44
Твердый,4.5,230,2015,272.0
Твердый,4.0,1,1988,275.0
Твердый,4.0,1,2015,499.0
Твердый,1.0,2,2018,1800.0
Другой,4.0,2,2018,677.0
Твердый,4.3,26,2015,235.0
Твердый,4.3,79,2017,224.0
Твердый,4.4,283,2018,549.0
Твердый,5.0,3,2013,488.0
Твердый,4.0,39,2017,631.0
Другой,4.2,90,1995,140.0
Твердый,5.0,1,2016,413.0
Твердый,4.4,93,2014,366.0
Мягкий,3.9,12,2018,591.0
Твердый,4.0,184,2007,1119.0
Твердый,5.0,1,2017,2679.0
Мягкий,5.0,4,2016,5058.0
Твердый,5.0,1,2014,263.0
Твердый,4.0,5,2009,299.0
Твердый,3.7,224,2014,149.0
Твердый,4.8,7,2003,498.95
Твердый,4.2,10,2014,295.0
Твердый,3.8,4,2014,429.0
Твердый,4.1,11,2015,371.25
Твердый,5.0,2,2016,525.0
Твердый,3.7,29,2017,221.0
Твердый,4.6,3,1992,399.0
Твердый,4.5,9,2012,40.0
Твердый,3.8,57,2013,298.0
Мягкий,2.0,1,2019,360.0
Мягкий,4.4,19,2018,282.0
Другой,4.1,4,2009,221.0
Мягкий,4.7,4,2010,260.0
Твердый,3.2,22,2016,370.0
Твердый,4.4,22,2014,599.0
Твердый,2.0,1,2017,247.0
Твердый,4.3,5,2005,331.0
Мягкий,4.7,10,2016,557.0
Твердый,4.1,49,2014,223.0
Твердый,5.0,2,2009,712.0
Твердый,4.5,16,1997,185.0
Твердый,4.0,1,2015,360.03
Твердый,1.0,1,2006,563.45
Твердый,3.1,2,2005,334.0
Твердый,4.6,34,2000,295.0
Твердый,5.0,1,2018,1066.0
Твердый,3.7,17,2015,319.0
Твердый,4.5,186,2007,206.0
Твердый,3.8,9,2018,272.0
Твердый,5.0,3,2017,624.0
Другой,4.1,9,2017,567.0
Твердый,3.6,13,2006,233.0
Твердый,4.0,2,2017,239.0
Твердый,3.6,35,2007,1267.0
Мягкий,4.2,33,2017,382.0
Твердый,3.5,8,2010,115.0
Твердый,4.5,45,2016,350.0
Твердый,4.5,48,2016,427.0
Твердый,5.0,1,2010,817.0
Мягкий,4.5,25,2015,923.0
Твердый,5.0,1,2013,718.0
Мягкий,3.8,9,2019,358.0
Мягкий,4.4,110,2011,389.0
Твердый,4.4,8,2005,356.0
Твердый,3.4,26,2018,117.0
Твердый,4.6,161,2016,170.0
Твердый,4.4,187,2017,116.0
Твердый,1.0,1,2016,450.0
Твердый,4.3,839,2014,235.0
Твердый,4.2,79,2014,369.0
Твердый,3.4,8,2015,265.0
Мягкий,1.0,1,2010,4936.0
Твердый,5.0,1,2016,239.0
Твердый,4.0,81,2012,299.0
Другой,3.5,2,1994,553.0
Твердый,5.0,4,1998,449.0
Мягкий,5.0,2,2019,499.0
Твердый,4.4,3,1993,364.0
Твердый,5.0,5,1987,100.0
Мягкий,4.0,2,2018,339.0
Твердый,3.9,41,2000,295.0
Твердый,4.0,24,2010,271.0
Твердый,4.5,4,2018,248.0
Мягкий,3.8,4,2014,991.0
Мягкий,5.0,2,2018,1839.0
Твердый,4.1,56,2012,299.0
Твердый,5.0,1,2018,399.0
Твердый,4.0,17,2000,378.0
Твердый,5.0,3,2012,163.0
Твердый,4.0,2,2005,966.0
Мягкий,4.2,64,2011,759.0
Твердый,4.8,6,2008,409.0
Твердый,4.4,27,2011,298.0
Твердый,4.7,20,2015,423.24
Мягкий,4.2,4,2016,370.0
Мягкий,4.8,5,2014,1579.0
Мягкий,5.0,1,0,2248.0
Твердый,4.8,13,2000,620.0
Твердый,1.0,1,2007,187.0
Твердый,4.6,3,2011,600.0
Твердый,4.6,98,2015,210.0
Мягкий,4.0,1,2013,199.0
Мягкий,4.4,12,2003,3636.0
Твердый,5.0,1,2007,2406.0
Твердый,4.2,59,2017,176.0
Твердый,4.5,2,2015,799.0
Твердый,4.6,107,2013,209.0
Твердый,4.2,5,1995,550.0
Другой,4.5,8,2013,452.69
Твердый,3.5,12,2016,230.0
Твердый,5.0,1,2017,1205.0
Твердый,5.0,2,2017,150.0
Твердый,5.0,1,2013,959.0
Мягкий,5.0,1,1964,809.0
Твердый,4.1,3,2011,302.0
Твердый,4.5,2,2014,682.0
Твердый,3.7,24,2013,383.0
Твердый,5.0,6,2019,236.0
Твердый,4.2,27,2018,551.0
Твердый,5.0,1,2016,342.0
Твердый,3.9,2,2004,383.0
Твердый,3.7,15,2015,336.0
Мягкий,5.0,1,2010,3921.0
Твердый,4.3,6,2009,301.0
Твердый,5.0,1,2016,397.44
Твердый,5.0,1,2013,449.0
Твердый,3.8,5,2011,383.0
Твердый,4.4,29,2017,150.0
Другой,3.8,4,1984,224.0
Твердый,5.0,2,2015,175.0
Твердый,4.1,37,2019,295.0
Твердый,3.1,3,2016,325.0
Твердый,3.7,18,2016,449.0
Твердый,4.5,4,2015,625.0
Твердый,4.3,15,2014,443.0
Твердый,5.0,1,2003,150.0
Твердый,4.0,5,2013,527.0
Твердый,4.0,1,2019,348.0
Твердый,4.5,2,2007,189.0
Твердый,5.0,1,2018,290.0
Твердый,4.3,7,2013,497.44
Твердый,4.2,23,2017,235.0
Твердый,4.6,8,2011,179.0
Твердый,4.1,41,2013,409.0
Твердый,5.0,5,2007,2075.0
Твердый,4.6,69,2004,379.0
Твердый,4.5,355,2018,110.0
Твердый,3.7,3,2016,480.0
Твердый,4.5,2,2018,373.0
Твердый,4.9,11,2004,399.0
Другой,3.6,6,2016,325.0
Твердый,5.0,8,1982,845.0
Твердый,3.0,2,2018,479.0
Твердый,4.5,2,1992,243.0
Твердый,3.3,8,2016,124.7
Твердый,5.0,1,1993,225.0
Твердый,4.0,23,2013,319.0
Твердый,3.0,6,2014,214.0
Твердый,5.0,5,2018,536.0
Твердый,4.5,2,2018,169.0
Твердый,4.0,2,2017,939.0
Твердый,4.3,12,2019,184.0
Твердый,4.1,69,2014,243.0
Твердый,4.5,2084,2015,350.0
Твердый,5.0,2,2017,1156.04
Твердый,4.5,2,2007,895.0
Твердый,4.8,8,2011,298.0
Твердый,5.0,3,2015,1344.0
Твердый,3.4,98,2014,313.0
Мягкий,4.5,22,2017,1900.0
Твердый,5.0,1,2012,410.0
Твердый,4.4,116,2015,319.0
Твердый,4.0,7,2018,248.0
Твердый,3.3,23,2012,187.5
Твердый,5.0,1,2005,900.0
Твердый,5.0,3,2017,594.0
Твердый,3.6,28,2011,89.0
Твердый,4.5,862,2014,94.0
Твердый,4.5,40,2008,274.0
Твердый,4.2,5,2017,348.0
Твердый,2.0,2,2009,1334.0
Твердый,4.6,3,2019,248.0
Твердый,1.0,1,1994,449.0
Твердый,4.5,42,2013,304.0
Твердый,4.0,370,2015,218.0
Твердый,3.6,44,2015,325.0
Твердый,3.7,35,2015,543.0
Твердый,4.0,13,2006,147.0
Твердый,3.1,5,1999,782.0
Твердый,4.7,5,2014,639.0
Твердый,4.0,71,2019,120.0
Твердый,4.5,22,2016,299.0
Твердый,4.8,19,2017,183.0
Твердый,3.6,8,1990,295.0
Твердый,4.3,21,2011,239.0
Твердый,4.1,2,2012,84.0
Твердый,4.5,12,2016,195.0
Мягкий,4.5,38,2018,402.0
Твердый,4.4,12,2016,529.0
Твердый,4.5,52,2018,159.9
Твердый,4.2,19,2000,274.0
Твердый,4.4,3,1996,224.0
Твердый,4.5,2,2009,971.0
Твердый,4.6,92,2016,320.0
Твердый,4.7,41,2013,349.0
Твердый,4.8,6,2003,379.0
Твердый,5.0,1,2015,577.0
Твердый,4.4,6090,2011,99.0
Мягкий,2.7,12,2018,261.0
Твердый,3.7,4,2005,481.61
Твердый,3.5,6,2010,229.0
Твердый,4.2,31,1999,603.0
Мягкий,5.0,1,2009,445.1
Другой,4.3,4,1983,299.0
Твердый,4.5,215,2012,295.0
Твердый,5.0,1,1993,359.0
Твердый,4.6,3,2013,374.0
Твердый,3.8,5,2011,359.0
Твердый,4.8,7,2013,823.03
Твердый,4.7,893,2017,403.0
Твердый,3.0,1,2018,322.0
Другой,4.2,9,2016,279.0
Твердый,4.6,33,2008,233.0
Твердый,4.5,6,2018,311.0
Мягкий,4.7,14,2012,799.0
Твердый,2.0,2,2017,390.0
Твердый,3.9,261,2010,104.0
Твердый,4.4,20,2017,360.0
Твердый,3.8,129,2016,258.0
Мягкий,5.0,1,2018,1072.0
Мягкий,4.8,9,2009,61.0
Мягкий,4.3,15,2015,449.25
Твердый,3.5,9,2010,775.31
Твердый,4.2,18,2019,399.0
Твердый,4.3,5,2019,358.0
Твердый,4.7,25,2018,169.0
Мягкий,3.9,74,2018,349.0
Твердый,5.0,4,2013,98.0
Твердый,4.0,1,2019,380.0
Твердый,5.0,1,2014,489.0
Мягкий,4.6,6,2017,270.0
Твердый,4.5,2,2012,413.0
Твердый,4.3,69,2017,285.0
Другой,4.3,3,2000,350.0
Твердый,3.2,10,2010,300.0
Мягкий,4.7,5,2010,3321.0
Твердый,3.4,31,2008,125.0
Твердый,4.4,11,2011,991.0
Другой,4.1,11,2013,245.0
Твердый,5.0,3,2014,262.5
Твердый,4.2,16,2017,239.0
Твердый,5.0,1,2001,1706.89
Твердый,4.2,36,2006,216.0
Мягкий,4.8,15,2016,517.0
Мягкий,5.0,3,2019,430.0
Твердый,5.0,3,2018,387.0
Твердый,4.0,1,2015,599.0
Твердый,5.0,4,2018,154.0
Твердый,4.0,113,2017,128.0
Мягкий,4.7,16,2018,836.0
Другой,4.0,2,1985,362.0
Мягкий,4.5,10,2017,937.0
Твердый,3.0,1,2018,372.0
Твердый,3.3,3,2017,340.0
Мягкий,4.3,15,2015,479.0
Твердый,4.1,9,2014,258.0
Твердый,4.0,1,2000,4224.0
Твердый,4.8,12,2017,309.0
Мягкий,5.0,1,2017,1972.0
Твердый,4.8,11,2013,571.0
Твердый,3.7,22,2013,903.0
Твердый,5.0,1,2016,357.0
Твердый,4.1,7,2012,94.0
Твердый,4.1,17,1992,244.0
Твердый,4.4,3,2004,535.0
Твердый,4.0,2,2015,635.0
Твердый,4.6,18,2012,540.0
Твердый,5.0,3,1998,202.0
Твердый,4.1,18,2017,1499.0
Твердый,5.0,4,2010,399.0
Твердый,5.0,1,1986,313.0
Твердый,4.0,4,2005,309.0
Мягкий,4.4,17,2017,1085.37
Твердый,4.3,8,1992,271.0
Твердый,4.3,41,2019,199.0
Твердый,3.6,21,2015,599.0
Твердый,3.8,72,2008,489.0
Твердый,5.0,1,2013,221.0
Твердый,2.0,1,2017,299.0
Твердый,5.0,1,1992,649.0
Твердый,4.2,14,2015,900.0
Твердый,4.0,8,2009,279.0
Твердый,3.2,7,2014,193.0
Твердый,5.0,4,2015,2670.0
Твердый,4.0,2,2002,425.0
Твердый,4.1,18,2013,125.0
Твердый,4.6,206,1991,243.0
Твердый,4.5,6,2015,205.0
Твердый,4.5,2,2015,1173.0
Твердый,4.2,5,2000,894.0
Твердый,5.0,4,2006,760.44
Другой,4.6,16,2007,601.0
Твердый,5.0,1,2018,280.0
Твердый,4.6,74,2015,407.0
Мягкий,4.2,54,2018,540.0
Твердый,5.0,2,2018,342.0
Мягкий,5.0,2,2003,886.0
Твердый,4.7,5,2010,464.0
Твердый,4.6,39,2019,98.0
Твердый,4.3,28,2015,279.0
Твердый,4.2,9,2015,659.0
Твердый,4.2,41,2015,311.0
Твердый,4.3,50,2016,195.0
Твердый,4.1,5,2008,967.0
Другой,3.8,5,1971,262.0
Твердый,4.4,23,2013,558.0
Твердый,4.2,3,2002,1328.0
Твердый,4.0,1,1988,212.0
Твердый,5.0,2,2018,2559.0
Твердый,4.3,37,2017,247.0
Твердый,4.5,2,2015,719.0
Твердый,4.5,33,2000,224.0
Твердый,4.1,29,2015,233.0
Твердый,4.5,4,1994,218.7
Твердый,4.8,8,2012,645.0
Твердый,3.7,21,2013,325.0
Твердый,4.5,50,2016,799.0
Твердый,4.6,22,2003,200.0
Твердый,3.7,14,2011,170.0
Мягкий,2.0,1,2002,119.0
Мягкий,5.0,1,2019,300.0
Твердый,4.5,61,2014,843.0
Твердый,5.0,1,2014,150.0
Твердый,4.6,52,2008,3647.0
Твердый,4.6,28,2012,1293.75
Твердый,5.0,1,2018,302.0
Твердый,3.5,18,2005,93.0
Мягкий,5.0,1,2019,1468.0
Другой,4.1,34,1988,166.0
Мягкий,3.0,1,2012,864.0
Твердый,4.1,69,2014,379.0
Твердый,4.3,5,2003,498.0
Твердый,5.0,17,2011,678.0
Твердый,4.5,11,2008,451.0
Твердый,3.8,23,2011,190.0
Другой,5.0,1,2003,224.0
Твердый,4.3,57,2017,309.0
Твердый,4.3,159,2014,141.0
Твердый,2.7,5,2009,306.34
Твердый,5.0,2,2011,739.0
Твердый,3.3,5,2013,340.0
Твердый,3.9,20,2013,410.0
Твердый,4.3,4,2010,600.0
Другой,5.0,1,2013,224.0
Твердый,2.3,3,1983,585.0
Твердый,4.0,19,2016,359.0
Твердый,4.2,24,2016,479.0
Твердый,5.0,6,2017,367.0
Твердый,4.5,93,2016,243.0
Твердый,4.7,5,2003,1049.0
Твердый,3.5,2,2009,520.0
Мягкий,3.2,5,2016,444.0
Твердый,4.6,14,2018,359.0
Твердый,4.8,19,2014,270.0
Мягкий,5.0,1,2015,2820.0
Твердый,3.8,45,2003,280.0
Твердый,4.2,5,2018,479.0
Твердый,4.6,540,2018,105.0
Мягкий,5.0,1,2017,300.0
Твердый,5.0,2,2018,149.0
Твердый,4.5,38,2017,414.0
Твердый,4.7,3,2003,310.0
Твердый,4.1,12,2000,324.0
Твердый,4.1,565,2015,99.0
Твердый,1.0,1,2018,112.0
Твердый,3.6,2,2015,853.0
Твердый,4.3,3,2010,363.0
Твердый,3.0,342,2018,182.0
Твердый,4.7,34,2014,373.24
Твердый,3.5,8,2001,450.0
Другой,4.0,1,2019,475.0
Твердый,5.0,5,2009,843.0
Твердый,4.1,62,2014,155.0
Твердый,5.0,3,2015,870.0
Мягкий,4.0,1,2019,799.0
Твердый,4.0,4,2010,119.0
Мягкий,5.0,2,2018,514.0
Твердый,3.9,4,2009,239.0
Твердый,4.2,40,2013,259.0
Твердый,4.6,26,2016,176.0
Твердый,5.0,1,2010,169.0
Твердый,5.0,1,2007,650.0
Твердый,3.4,75,2012,463.0
Твердый,4.6,4,2002,1204.0
Твердый,4.7,30,2013,304.0
Твердый,5.0,2,2016,416.0
Твердый,4.2,40,2015,399.0
Твердый,5.0,1,2012,759.0
Твердый,4.7,4,2010,363.0
Твердый,5.0,1,1988,250.0
Мягкий,4.2,6,2018,366.0
Твердый,5.0,1,2013,960.0
Твердый,4.5,12,2016,310.0
Твердый,4.4,6,2009,664.0
Твердый,5.0,1,2019,373.0
Твердый,2.5,2,2017,353.0
Твердый,3.1,7,2015,28.0
Твердый,3.0,2,2015,584.0
Твердый,4.6,177,2005,481.0
Твердый,4.0,5,2005,354.0
Твердый,4.7,4,2019,551.18
Твердый,4.5,413,1994,221.0
Твердый,2.5,2,2019,561.0
Твердый,4.3,8,2018,1006.0
Твердый,4.5,11,2015,343.0
Твердый,4.0,2,1980,311.0
Твердый,4.9,52,2010,419.0
Твердый,3.7,43,2019,120.0
Твердый,1.0,1,2002,499.0
Твердый,5.0,1,2018,683.83
Твердый,5.0,1,2016,778.0
Твердый,4.9,10,2016,749.0
Мягкий,4.4,5,2019,479.0
Твердый,5.0,1,2013,775.0
Твердый,2.8,4,2014,138.0
Твердый,3.9,2,1996,700.0
Твердый,4.0,1,2018,295.0
Твердый,2.8,3,2014,699.0
Мягкий,4.0,2,0,798.0
Твердый,3.7,4,2017,360.0
Твердый,4.1,23,2009,247.0
Твердый,3.0,2,2017,1175.0
Твердый,4.1,14,1993,395.1
Твердый,5.0,1,2018,135.0
Мягкий,4.3,30,2016,559.0
Твердый,4.1,2,2009,793.0
Твердый,5.0,3,2006,847.0
Твердый,4.2,13,1984,580.0
Твердый,4.6,14,2012,359.7
Твердый,3.7,15,2016,58.0
Твердый,5.0,2,2019,443.0
Твердый,4.6,3,2018,452.0
Твердый,5.0,2,2017,562.0
Твердый,5.0,1,1964,850.0
Твердый,3.7,4,2010,225.0
Мягкий,5.0,3,2016,1150.0
Твердый,3.6,2,2019,199.0
Твердый,3.6,12,2016,443.0
Твердый,4.6,3,2012,1248.0
Твердый,3.3,3,2018,2239.0
Твердый,4.8,35,2005,430.0
Твердый,4.1,29,2013,449.0
Мягкий,5.0,2,2019,867.0
Твердый,4.4,42,2016,295.0
Мягкий,5.0,2,2013,546.0
Твердый,2.0,1,2003,1061.0
Твердый,3.0,5,2014,196.0
Твердый,4.2,15,1979,69.0
Мягкий,5.0,8,2019,402.2
Твердый,4.5,108,2008,471.0
Другой,3.0,1,1989,262.0
Мягкий,4.7,165,2014,354.0
Твердый,5.0,1,2008,280.0
Твердый,3.4,2,2010,359.0
Твердый,5.0,1,2016,459.23
Мягкий,4.0,10,2018,399.0
Мягкий,4.0,1,2002,798.0
Твердый,4.0,2,2006,450.0
Мягкий,5.0,1,2009,479.0
Твердый,3.2,3,2015,739.0
Мягкий,4.1,6,2017,309.0
Твердый,4.6,10,2012,364.0
Мягкий,5.0,2,2018,1196.0
Твердый,3.7,4,2016,400.0
Мягкий,4.0,6,2017,306.0
Твердый,4.3,3,2015,299.0
Мягкий,4.9,12,1997,2100.0
Твердый,4.3,307,2015,288.0
Твердый,4.4,20,2011,249.0
Твердый,4.2,39,2003,200.0
Твердый,4.0,1,2013,713.0
Другой,5.0,1,2016,223.0
Твердый,4.5,351,2017,341.0
Твердый,4.3,8,2017,325.0
Твердый,4.6,3,2019,312.0
Другой,4.7,4,1984,417.0
Твердый,3.4,4,2016,374.0
Твердый,4.9,17,2009,273.0
Твердый,4.0,1,2010,476.0
Твердый,4.7,4,2014,2484.0
Твердый,3.9,66,2013,152.0
Твердый,3.5,17,2015,360.0
Твердый,4.7,4,2018,352.36
Твердый,3.1,7,2012,1721.0
Твердый,4.3,30,2018,424.0
Твердый,4.6,3,2012,2546.0
Твердый,4.0,9,2014,239.0
Твердый,4.1,22,2016,315.0
Твердый,4.5,2,2009,299.0
Твердый,4.5,390,2018,135.0
Твердый,4.0,30,2009,297.0
Твердый,3.7,19,1993,850.44
Твердый,3.5,2,2015,249.18
Твердый,4.5,4,2006,641.0
